"","Class","case","fraction_total_reads","group","sex","sample"
"2569","Sphingobacteriia","29.unmapped",6.94e-05,"malt","fem","exo"
"2570","Sphingobacteriia","22.unmapped",6.51e-05,"malt","male","exo"
"2571","Sphingobacteriia","28.unmapped",4.11e-05,"malt","fem","exo"
"2572","Sphingobacteriia","17.unmapped",6.59e-05,"control","male","exo"
"2573","Alphaproteobacteria","26.unmapped",0.000118178,"control","fem","exo"
"2574","Alphaproteobacteria","20.unmapped",4.54e-05,"control","male","exo"
"2575","Alphaproteobacteria","22.unmapped",4.62e-05,"malt","male","exo"
"2576","Alphaproteobacteria","22.unmapped",5.14e-05,"malt","male","exo"
"2577","Alphaproteobacteria","17.unmapped",5.14e-05,"control","male","exo"
"2578","Alphaproteobacteria","28.unmapped",5.65e-05,"malt","fem","exo"
"2579","Alphaproteobacteria","29.unmapped",4.54e-05,"malt","fem","exo"
"2580","Alphaproteobacteria","18.unmapped",4.45e-05,"control","male","exo"
"2581","Alphaproteobacteria","17.unmapped",5.74e-05,"control","male","exo"
"2582","Alphaproteobacteria","20.unmapped",4.8e-05,"control","male","exo"
"2583","Alphaproteobacteria","23.unmapped",4.97e-05,"malt","male","exo"
"2584","Alphaproteobacteria","22.unmapped",5.05e-05,"malt","male","exo"
"2585","Alphaproteobacteria","25.unmapped",5.22e-05,"control","fem","exo"
"2586","Alphaproteobacteria","18.unmapped",4.28e-05,"control","male","exo"
"2587","Alphaproteobacteria","27.unmapped",5.14e-05,"malt","fem","exo"
"2588","Alphaproteobacteria","17.unmapped",4.28e-05,"control","male","exo"
"2589","Alphaproteobacteria","19.unmapped",4.62e-05,"control","male","exo"
"2590","Alphaproteobacteria","17.unmapped",8.22e-05,"control","male","exo"
"2591","Alphaproteobacteria","28.unmapped",6.17e-05,"malt","fem","exo"
"2592","Alphaproteobacteria","29.unmapped",5.48e-05,"malt","fem","exo"
"2593","Alphaproteobacteria","27.unmapped",6.51e-05,"malt","fem","exo"
"2594","Alphaproteobacteria","23.unmapped",4.28e-05,"malt","male","exo"
"2595","Alphaproteobacteria","18.unmapped",6.25e-05,"control","male","exo"
"2596","Alphaproteobacteria","22.unmapped",6.51e-05,"malt","male","exo"
"2597","Alphaproteobacteria","27.unmapped",5.31e-05,"malt","fem","exo"
"2598","Alphaproteobacteria","25.unmapped",0.000112183,"control","fem","exo"
"2599","Alphaproteobacteria","26.unmapped",6.68e-05,"control","fem","exo"
"2600","Alphaproteobacteria","24.unmapped",8.99e-05,"control","fem","exo"
"2601","Alphaproteobacteria","20.unmapped",0.000137018,"control","male","exo"
"2602","Alphaproteobacteria","21.unmapped",7.71e-05,"malt","male","exo"
"2603","Alphaproteobacteria","29.unmapped",4.37e-05,"malt","fem","exo"
"2604","Alphaproteobacteria","28.unmapped",4.11e-05,"malt","fem","exo"
"2605","Alphaproteobacteria","20.unmapped",9.33e-05,"control","male","exo"
"2606","Alphaproteobacteria","17.unmapped",4.28e-05,"control","male","exo"
"2607","Alphaproteobacteria","21.unmapped",7.88e-05,"malt","male","exo"
"2608","Alphaproteobacteria","23.unmapped",5.48e-05,"malt","male","exo"
"2609","Alphaproteobacteria","28.unmapped",4.28e-05,"malt","fem","exo"
"2610","Alphaproteobacteria","26.unmapped",0.00010362,"control","fem","exo"
"2611","Alphaproteobacteria","29.unmapped",5.4e-05,"malt","fem","exo"
"2612","Alphaproteobacteria","28.unmapped",4.11e-05,"malt","fem","exo"
"2613","Alphaproteobacteria","28.unmapped",5.48e-05,"malt","fem","exo"
"2614","Alphaproteobacteria","20.unmapped",4.37e-05,"control","male","exo"
"2615","Alphaproteobacteria","27.unmapped",4.11e-05,"malt","fem","exo"
"2616","Alphaproteobacteria","18.unmapped",7.45e-05,"control","male","exo"
"2617","Alphaproteobacteria","22.unmapped",4.88e-05,"malt","male","exo"
"2618","Alphaproteobacteria","29.unmapped",7.88e-05,"malt","fem","exo"
"2619","Alphaproteobacteria","20.unmapped",4.71e-05,"control","male","exo"
"2620","Alphaproteobacteria","17.unmapped",7.36e-05,"control","male","exo"
"2621","Alphaproteobacteria","28.unmapped",5.22e-05,"malt","fem","exo"
"2622","Alphaproteobacteria","19.unmapped",5.74e-05,"control","male","exo"
"2623","Alphaproteobacteria","24.unmapped",5.91e-05,"control","fem","exo"
"2624","Alphaproteobacteria","19.unmapped",4.97e-05,"control","male","exo"
"2625","Alphaproteobacteria","23.unmapped",7.88e-05,"malt","male","exo"
"2626","Alphaproteobacteria","28.unmapped",4.97e-05,"malt","fem","exo"
"2627","Alphaproteobacteria","22.unmapped",8.22e-05,"malt","male","exo"
"2628","Alphaproteobacteria","18.unmapped",4.37e-05,"control","male","exo"
"2629","Alphaproteobacteria","25.unmapped",6.68e-05,"control","fem","exo"
"2630","Alphaproteobacteria","29.unmapped",5.48e-05,"malt","fem","exo"
"2631","Alphaproteobacteria","27.unmapped",4.28e-05,"malt","fem","exo"
"2632","Alphaproteobacteria","26.unmapped",5.22e-05,"control","fem","exo"
"2633","Alphaproteobacteria","17.unmapped",5.65e-05,"control","male","exo"
"2634","Alphaproteobacteria","21.unmapped",4.54e-05,"malt","male","exo"
"2635","Alphaproteobacteria","20.unmapped",4.8e-05,"control","male","exo"
"2636","Alphaproteobacteria","22.unmapped",5.82e-05,"malt","male","exo"
"2637","Alphaproteobacteria","24.unmapped",4.11e-05,"control","fem","exo"
"2638","Alphaproteobacteria","26.unmapped",7.36e-05,"control","fem","exo"
"2639","Alphaproteobacteria","27.unmapped",5.48e-05,"malt","fem","exo"
"2640","Alphaproteobacteria","20.unmapped",6.85e-05,"control","male","exo"
"2641","Alphaproteobacteria","23.unmapped",0.000333981,"malt","male","exo"
"2642","Alphaproteobacteria","25.unmapped",0.0001413,"control","fem","exo"
"2643","Alphaproteobacteria","19.unmapped",8.65e-05,"control","male","exo"
"2644","Alphaproteobacteria","29.unmapped",5.48e-05,"malt","fem","exo"
"2645","Alphaproteobacteria","25.unmapped",5.22e-05,"control","fem","exo"
"2646","Alphaproteobacteria","24.unmapped",4.45e-05,"control","fem","exo"
"2647","Alphaproteobacteria","27.unmapped",7.28e-05,"malt","fem","exo"
"2648","Alphaproteobacteria","28.unmapped",5.57e-05,"malt","fem","exo"
"2649","Alphaproteobacteria","22.unmapped",8.31e-05,"malt","male","exo"
"2650","Alphaproteobacteria","24.unmapped",8.14e-05,"control","fem","exo"
"2651","Alphaproteobacteria","27.unmapped",5.65e-05,"malt","fem","exo"
"2652","Alphaproteobacteria","20.unmapped",5.22e-05,"control","male","exo"
"2653","Alphaproteobacteria","24.unmapped",8.65e-05,"control","fem","exo"
"2654","Alphaproteobacteria","29.unmapped",7.96e-05,"malt","fem","exo"
"2655","Alphaproteobacteria","28.unmapped",0.000107045,"malt","fem","exo"
"2656","Alphaproteobacteria","22.unmapped",9.59e-05,"malt","male","exo"
"2657","Alphaproteobacteria","18.unmapped",7.62e-05,"control","male","exo"
"2658","Alphaproteobacteria","25.unmapped",6.59e-05,"control","fem","exo"
"2659","Alphaproteobacteria","23.unmapped",6.94e-05,"malt","male","exo"
"2660","Alphaproteobacteria","26.unmapped",7.11e-05,"control","fem","exo"
"2661","Alphaproteobacteria","17.unmapped",8.39e-05,"control","male","exo"
"2662","Alphaproteobacteria","19.unmapped",6.17e-05,"control","male","exo"
"2663",NA,NA,NA,NA,NA,"exo"
"2664","Alphaproteobacteria","26.unmapped",5.82e-05,"control","fem","exo"
"2665","Alphaproteobacteria","25.unmapped",7.02e-05,"control","fem","exo"
"2666","Alphaproteobacteria","24.unmapped",6.34e-05,"control","fem","exo"
"2667","Alphaproteobacteria","26.unmapped",7.36e-05,"control","fem","exo"
"2668","Alphaproteobacteria","17.unmapped",4.11e-05,"control","male","exo"
"2669","Alphaproteobacteria","21.unmapped",5.31e-05,"malt","male","exo"
"2670","Alphaproteobacteria","24.unmapped",4.37e-05,"control","fem","exo"
"2671","Alphaproteobacteria","29.unmapped",4.8e-05,"malt","fem","exo"
"2672","Cytophagia","22.unmapped",0.000256052,"malt","male","exo"
"2673","Cytophagia","17.unmapped",0.000262046,"control","male","exo"
"2674","Cytophagia","18.unmapped",0.000227792,"control","male","exo"
"2675","Cytophagia","25.unmapped",0.000220085,"control","fem","exo"
"2676","Cytophagia","29.unmapped",0.000281743,"malt","fem","exo"
"2677","Cytophagia","21.unmapped",0.000231217,"malt","male","exo"
"2678","Cytophagia","26.unmapped",0.000224367,"control","fem","exo"
"2679","Cytophagia","20.unmapped",0.000244063,"control","male","exo"
"2680","Cytophagia","28.unmapped",0.000349395,"malt","fem","exo"
"2681","Cytophagia","24.unmapped",0.000263759,"control","fem","exo"
"2682","Cytophagia","19.unmapped",0.000263759,"control","male","exo"
"2683","Cytophagia","27.unmapped",0.000334837,"malt","fem","exo"
"2684","Cytophagia","23.unmapped",8.73e-05,"malt","male","exo"
"2685","Bacilli","21.unmapped",0.000793847,"malt","male","exo"
"2686","Bacilli","25.unmapped",0.000252626,"control","fem","exo"
"2687","Bacilli","28.unmapped",0.00054122,"malt","fem","exo"
"2688","Bacilli","29.unmapped",0.000389644,"malt","fem","exo"
"2689","Bacilli","17.unmapped",0.000650834,"control","male","exo"
"2690","Bacilli","18.unmapped",0.000618293,"control","male","exo"
"2691","Bacilli","19.unmapped",0.000331412,"control","male","exo"
"2692","Bacilli","22.unmapped",0.000538651,"malt","male","exo"
"2693","Bacilli","26.unmapped",0.000499258,"control","fem","exo"
"2694","Bacilli","20.unmapped",0.000746747,"control","male","exo"
"2695","Bacilli","27.unmapped",0.0005789,"malt","fem","exo"
"2696","Bacilli","23.unmapped",0.000111327,"malt","male","exo"
"2697","Bacilli","24.unmapped",0.000486413,"control","fem","exo"
"2698","Bacilli","27.unmapped",5.4e-05,"malt","fem","exo"
"2699","Gammaproteobacteria","26.unmapped",7.54e-05,"control","fem","exo"
"2700","Gammaproteobacteria","25.unmapped",7.88e-05,"control","fem","exo"
"2701","Gammaproteobacteria","24.unmapped",6.08e-05,"control","fem","exo"
"2702","Gammaproteobacteria","21.unmapped",6.59e-05,"malt","male","exo"
"2703","Gammaproteobacteria","26.unmapped",0.000227792,"control","fem","exo"
"2704","Gammaproteobacteria","20.unmapped",4.97e-05,"control","male","exo"
"2705","Gammaproteobacteria","24.unmapped",5.82e-05,"control","fem","exo"
"2706","Gammaproteobacteria","17.unmapped",7.02e-05,"control","male","exo"
"2707","Gammaproteobacteria","21.unmapped",8.31e-05,"malt","male","exo"
"2708","Gammaproteobacteria","18.unmapped",5.31e-05,"control","male","exo"
"2709","Gammaproteobacteria","22.unmapped",6.42e-05,"malt","male","exo"
"2710","Gammaproteobacteria","27.unmapped",5.99e-05,"malt","fem","exo"
"2711","Gammaproteobacteria","29.unmapped",5.48e-05,"malt","fem","exo"
"2712","Gammaproteobacteria","28.unmapped",6.17e-05,"malt","fem","exo"
"2713","Gammaproteobacteria","26.unmapped",6.59e-05,"control","fem","exo"
"2714","Deltaproteobacteria","29.unmapped",4.97e-05,"malt","fem","exo"
"2715","Deltaproteobacteria","24.unmapped",6.59e-05,"control","fem","exo"
"2716","Bacilli","24.unmapped",6.68e-05,"control","fem","exo"
"2717","Bacilli","26.unmapped",8.14e-05,"control","fem","exo"
"2718","Bacilli","22.unmapped",0.00026119,"malt","male","exo"
"2719","Bacilli","25.unmapped",0.000149863,"control","fem","exo"
"2720","Bacilli","19.unmapped",0.000249201,"control","male","exo"
"2721","Bacilli","17.unmapped",0.000420473,"control","male","exo"
"2722","Bacilli","23.unmapped",0.00033655,"malt","male","exo"
"2723","Bacilli","28.unmapped",0.000388788,"malt","fem","exo"
"2724","Bacilli","18.unmapped",0.000365666,"control","male","exo"
"2725","Bacilli","21.unmapped",0.000222654,"malt","male","exo"
"2726","Bacilli","26.unmapped",0.000169559,"control","fem","exo"
"2727","Bacilli","29.unmapped",0.000389644,"malt","fem","exo"
"2728","Bacilli","20.unmapped",0.00030829,"control","male","exo"
"2729","Bacilli","24.unmapped",0.000574618,"control","fem","exo"
"2730","Bacilli","27.unmapped",0.000215803,"malt","fem","exo"
"2731","Bacilli","20.unmapped",4.2e-05,"control","male","exo"
"2732","Bacilli","17.unmapped",6.08e-05,"control","male","exo"
"2733","Bacilli","28.unmapped",7.88e-05,"malt","fem","exo"
"2734","Bacilli","24.unmapped",0.000101051,"control","fem","exo"
"2735","Bacilli","21.unmapped",0.000408484,"malt","male","exo"
"2736","Bacilli","27.unmapped",0.000109614,"malt","fem","exo"
"2737","Bacilli","25.unmapped",0.000125029,"control","fem","exo"
"2738","Bacilli","26.unmapped",0.000349395,"control","fem","exo"
"2739","Bacilli","19.unmapped",6.25e-05,"control","male","exo"
"2740","Actinomycetia","22.unmapped",0.005436179,"malt","male","exo"
"2741","Actinomycetia","25.unmapped",0.005781292,"control","fem","exo"
"2742","Actinomycetia","28.unmapped",0.002915909,"malt","fem","exo"
"2743","Actinomycetia","20.unmapped",0.003799673,"control","male","exo"
"2744","Actinomycetia","27.unmapped",0.005376234,"malt","fem","exo"
"2745","Actinomycetia","19.unmapped",0.005517533,"control","male","exo"
"2746","Actinomycetia","24.unmapped",0.00449932,"control","fem","exo"
"2747","Actinomycetia","23.unmapped",0.008645819,"malt","male","exo"
"2748","Actinomycetia","26.unmapped",0.002604193,"control","fem","exo"
"2749","Actinomycetia","29.unmapped",0.00520068,"malt","fem","exo"
"2750","Actinomycetia","21.unmapped",0.005674247,"malt","male","exo"
"2751","Actinomycetia","18.unmapped",0.002673559,"control","male","exo"
"2752","Actinomycetia","17.unmapped",0.005467008,"control","male","exo"
"2753","Alphaproteobacteria","23.unmapped",6.77e-05,"malt","male","exo"
"2754","Epsilonproteobacteria","19.unmapped",4.71e-05,"control","male","exo"
"2755","Epsilonproteobacteria","18.unmapped",4.37e-05,"control","male","exo"
"2756","Epsilonproteobacteria","24.unmapped",5.22e-05,"control","fem","exo"
"2757","Epsilonproteobacteria","20.unmapped",4.88e-05,"control","male","exo"
"2758","Epsilonproteobacteria","28.unmapped",6.42e-05,"malt","fem","exo"
"2759","Epsilonproteobacteria","26.unmapped",8.22e-05,"control","fem","exo"
"2760","Betaproteobacteria","17.unmapped",6.17e-05,"control","male","exo"
"2761","Betaproteobacteria","29.unmapped",6.17e-05,"malt","fem","exo"
"2762","Betaproteobacteria","22.unmapped",4.37e-05,"malt","male","exo"
"2763","Betaproteobacteria","19.unmapped",5.31e-05,"control","male","exo"
"2764","Betaproteobacteria","27.unmapped",7.62e-05,"malt","fem","exo"
"2765","Betaproteobacteria","18.unmapped",9.25e-05,"control","male","exo"
"2766","Betaproteobacteria","28.unmapped",7.62e-05,"malt","fem","exo"
"2767","Betaproteobacteria","24.unmapped",6.34e-05,"control","fem","exo"
"2768",NA,NA,NA,NA,NA,"exo"
"2769",NA,NA,NA,NA,NA,"exo"
"2770",NA,NA,NA,NA,NA,"exo"
"2771",NA,NA,NA,NA,NA,"exo"
"2772",NA,NA,NA,NA,NA,"exo"
"2773",NA,NA,NA,NA,NA,"exo"
"2774",NA,NA,NA,NA,NA,"exo"
"2775",NA,NA,NA,NA,NA,"exo"
"2776",NA,NA,NA,NA,NA,"exo"
"2777",NA,NA,NA,NA,NA,"exo"
"2778",NA,NA,NA,NA,NA,"exo"
"2779",NA,NA,NA,NA,NA,"exo"
"2780","Deltaproteobacteria","19.unmapped",4.97e-05,"control","male","exo"
"2781","Deltaproteobacteria","17.unmapped",6.77e-05,"control","male","exo"
"2782","Deltaproteobacteria","29.unmapped",9.33e-05,"malt","fem","exo"
"2783","Deltaproteobacteria","22.unmapped",6.59e-05,"malt","male","exo"
"2784","Deltaproteobacteria","28.unmapped",0.000166134,"malt","fem","exo"
"2785","Deltaproteobacteria","18.unmapped",7.02e-05,"control","male","exo"
"2786","Bacteroidia","28.unmapped",4.11e-05,"malt","fem","exo"
"2787","Bacteroidia","26.unmapped",7.45e-05,"control","fem","exo"
"2788","Betaproteobacteria","24.unmapped",8.56e-05,"control","fem","exo"
"2789","Betaproteobacteria","17.unmapped",4.11e-05,"control","male","exo"
"2790","Betaproteobacteria","28.unmapped",5.22e-05,"malt","fem","exo"
"2791","Betaproteobacteria","25.unmapped",9.08e-05,"control","fem","exo"
"2792","Betaproteobacteria","22.unmapped",5.82e-05,"malt","male","exo"
"2793","Betaproteobacteria","19.unmapped",0.00013188,"control","male","exo"
"2794","Betaproteobacteria","29.unmapped",0.000105332,"malt","fem","exo"
"2795","Betaproteobacteria","26.unmapped",4.37e-05,"control","fem","exo"
"2796","Betaproteobacteria","18.unmapped",8.82e-05,"control","male","exo"
"2797","Betaproteobacteria","21.unmapped",0.000107045,"malt","male","exo"
"2798","Betaproteobacteria","20.unmapped",4.97e-05,"control","male","exo"
"2799","Betaproteobacteria","21.unmapped",4.2e-05,"malt","male","exo"
"2800","Betaproteobacteria","18.unmapped",8.14e-05,"control","male","exo"
"2801","Betaproteobacteria","23.unmapped",4.11e-05,"malt","male","exo"
"2802","Betaproteobacteria","18.unmapped",4.62e-05,"control","male","exo"
"2803","Planctomycetia","21.unmapped",6.85e-05,"malt","male","exo"
"2804","Planctomycetia","17.unmapped",6.77e-05,"control","male","exo"
"2805","Planctomycetia","18.unmapped",5.31e-05,"control","male","exo"
"2806","Planctomycetia","20.unmapped",7.79e-05,"control","male","exo"
"2807","Planctomycetia","25.unmapped",9.25e-05,"control","fem","exo"
"2808","Planctomycetia","28.unmapped",5.31e-05,"malt","fem","exo"
"2809","Planctomycetia","26.unmapped",0.000104476,"control","fem","exo"
"2810","Planctomycetia","24.unmapped",8.48e-05,"control","fem","exo"
"2811","Planctomycetia","22.unmapped",7.36e-05,"malt","male","exo"
"2812","Planctomycetia","29.unmapped",5.99e-05,"malt","fem","exo"
"2813","Planctomycetia","19.unmapped",4.8e-05,"control","male","exo"
"2814","Betaproteobacteria","18.unmapped",0.000119891,"control","male","exo"
"2815","Betaproteobacteria","17.unmapped",4.11e-05,"control","male","exo"
"2816","Betaproteobacteria","27.unmapped",5.31e-05,"malt","fem","exo"
"2817","Betaproteobacteria","22.unmapped",5.82e-05,"malt","male","exo"
"2818","Betaproteobacteria","28.unmapped",5.05e-05,"malt","fem","exo"
"2819","Gammaproteobacteria","28.unmapped",4.62e-05,"malt","fem","exo"
"2820","Spirochaetia","28.unmapped",0.00015757,"malt","fem","exo"
"2821","Spirochaetia","28.unmapped",0.000363097,"malt","fem","exo"
"2822","Actinomycetia","27.unmapped",4.71e-05,"malt","fem","exo"
"2823","Bacilli","25.unmapped",5.91e-05,"control","fem","exo"
"2824","Erysipelotrichia","18.unmapped",4.62e-05,"control","male","exo"
"2825","Spirochaetia","28.unmapped",4.2e-05,"malt","fem","exo"
"2826","Spirochaetia","29.unmapped",4.62e-05,"malt","fem","exo"
"2827","Betaproteobacteria","24.unmapped",6.59e-05,"control","fem","exo"
"2828","Betaproteobacteria","20.unmapped",5.82e-05,"control","male","exo"
"2829","Betaproteobacteria","25.unmapped",0.000114752,"control","fem","exo"
"2830","Betaproteobacteria","26.unmapped",9.93e-05,"control","fem","exo"
"2831","Betaproteobacteria","17.unmapped",9.85e-05,"control","male","exo"
"2832","Betaproteobacteria","25.unmapped",0.000226936,"control","fem","exo"
"2833","Betaproteobacteria","22.unmapped",0.000135305,"malt","male","exo"
"2834","Betaproteobacteria","21.unmapped",6.25e-05,"malt","male","exo"
