Phylum,Class,22.unmapped,27.unmapped,21.unmapped,24.unmapped,25.unmapped,28.unmapped,29.unmapped,23.unmapped,17.unmapped,26.unmapped,18.unmapped,19.unmapped,20.unmapped
Bacteroidetes,Bacteroidia,0.005548118,0.002658341,0.004778273,0.010555141,0.009924726,0.008636243,0.001728992,0.003452445,0.002480599,0.009596055,0.014468934,0.005949036,0.002552211
Bacteroidetes,Bacteroidia,0.003703704,0.001190071,0.003969479,0.00862584,0.007544133,0.006500398,0.000841545,0.00192101,0.001190017,0.007067471,0.010976433,0.004509753,0.001571789
Firmicutes,Bacilli,5.95E-05,0.002163766,0.005331659,0.003746577,0.004761186,0.00112762,0.002800049,0.008584095,0.006352346,0.01121372,0.006398028,0.003097885,0.004139562
Firmicutes,Bacilli,4.46E-05,0.001792835,0.004565433,0.003485188,0.003956479,0.000703104,0.002188016,0.007240731,0.005581349,0.010632617,0.005341473,0.002837443,0.003314762
Bacteroidetes,Bacteroidia,0.000475978,0.000556397,0.001245118,0.02450834,0.003269124,0.009312815,0.000581431,0.000335841,0.00103917,0.001036562,0.011255246,0.00069908,0.000653615
Bacteroidetes,Bacteroidia,0.001844415,0.000850051,0.003341599,0.015546428,0.0026153,0.009379146,0.000719138,0.002189683,0.000988888,0.002277296,0.008467115,0.003467986,0.004170687
Bacteroidetes,Bacteroidia,0.000356983,0.000355476,0.00125576,0.022205626,0.003101477,0.008768904,0.000443724,0.00029554,0.000720715,0.00111509,0.010624248,0.000466053,0.000420181
Bacteroidetes,Bacteroidia,0.002260895,0.000942784,0.002426384,0.006036843,0.00519707,0.004775803,0.000535528,0.001826975,0.001005648,0.00560686,0.00845244,0.003276082,0.001089359
Firmicutes,Clostridia,0.003093857,0.004312077,0.001702725,0.001755041,0.006856779,0.001220483,0.005064569,0.000806018,0.007726732,0.001743309,0.002435946,0.00549669,0.001774098
Bacteroidetes,Bacteroidia,0.004492042,0.000278199,0.000893931,0.001431416,0.000402354,0.0056381,0.000765041,0.006972058,0.002581164,0.001931775,0.008936695,0.000493468,0.002692272
Bacteroidetes,Bacteroidia,0.001561803,0.001205527,0.003075548,0.013455315,0.002095593,0.0080658,0.00074974,0.001598603,0.001089452,0.001853248,0.007395885,0.003317204,0.003937253
Firmicutes,Bacilli,0.000565224,0.002040122,0.005321017,0.000784167,0.003922949,0.002613425,0.000351919,0.00044331,0.001005648,0.01919211,0.001056555,0.001494113,0.005306732
Firmicutes,Bacilli,0.00055035,0.002040122,0.005459363,0.000759273,0.00385589,0.002202176,0.000275415,0.000685116,0.001139735,0.020432843,0.000748393,0.001343331,0.004964362
Firmicutes,Clostridia,0.0032426,0.004652097,0.001436675,0.001667911,0.006035307,0.000994959,0.004590244,0.000900054,0.006419389,0.001319261,0.002157133,0.005249955,0.00116717
Firmicutes,Bacilli,0,0.001437359,0.003373525,0.002701021,0.002531476,0.00065004,0.001973805,0.005319721,0.003720899,0.007255937,0.003932733,0.002357682,0.00267671
Bacteroidetes,Bacteroidia,0.002320393,0.000587308,0.002224185,0.005227782,0.004342068,0.003913505,0.000474325,0.000940355,0.000905084,0.005072873,0.00751328,0.00307047,0.001385042
Bacteroidetes,Bacteroidia,0.004149933,0.000370931,0.000893931,0.001443864,0.00031853,0.004722738,0.00056613,0.00557496,0.002346513,0.002151652,0.007792093,0.000328979,0.002738959
Firmicutes,Negativicutes,0.003659081,0.001792835,0.004512222,0.003609659,0.002078828,0.005001327,0.000642634,0.001813541,0.003704138,0.003439502,0.002025064,0.003330912,0.002116468
Bacteroidetes,Bacteroidia,0.001085825,0.001561003,0.006970532,0.000161812,0.003319419,0.000212258,0.005156374,0.007012359,0.002799055,0.001177912,0.000792416,0.000507176,0.002536649
Bacteroidetes,Bacteroidia,0.005265506,0.000942784,0.001979418,0.001879512,0.004157656,0.00136641,0.000918049,0.00206878,0.001223539,0.001005151,0.00328706,0.001357038,0.003205827
Firmicutes,Bacilli,0.000297486,0.000417298,0.003448019,0.000211601,0.006856779,0.000278588,6.12E-05,0.00251209,0.000117326,0.002120241,0.000396208,0.001110304,0.000902611
Bacteroidetes,Bacteroidia,0.000342109,0.000262743,0.000893931,0.016330595,0.001978239,0.006128947,0.000244813,0.000228372,0.000536346,0.000643925,0.007557303,0.000274149,0.00034237
Firmicutes,Bacilli,1.49E-05,0.001220982,0.002543446,0.002041324,0.002514711,0.000623508,0.001346472,0.004191295,0.003134271,0.006941827,0.003213688,0.001768262,0.002163155
Firmicutes,Bacilli,0.000148743,9.27E-05,0.019921887,0,0.00222971,6.63E-05,0,0.002834498,0,7.85E-05,0.000396208,0.000274149,0
Firmicutes,NA,0.007675145,0.008577787,0,0,0.001123238,0.008118864,0.000520228,0,0.005363458,3.14E-05,0,0.003166422,0
Bacteroidetes,NA,0.003644206,0.000293654,0.000404397,0.000634802,0.005297658,0.001989918,0.001392374,0.002632993,0.005782478,0.005763915,0.002846829,0.005304785,0.00267671
Firmicutes,Negativicutes,0.003569835,0.001684647,0.003841774,0.003422952,0.002078828,0.004218626,0.000474325,0.001638904,0.002782294,0.003329564,0.001702228,0.002535879,0.001680725
Bacteroidetes,Bacteroidia,0.001085825,0.000602763,0.002192259,0.009833209,0.001877651,0.005863624,0.000397821,0.001397098,0.000519585,0.001586255,0.005136031,0.002124656,0.002552211
Firmicutes,Bacilli,0.000237989,0.000556397,0.004756989,0.001107792,0.003084712,0.000451048,0,0.000510478,0.000100565,0.007679985,0.000983183,0.000877277,0.00034237
Firmicutes,Bacilli,0.000118994,9.27E-05,0.017846691,0,0.001961475,3.98E-05,0,0.0029554,0,0,0.000616324,0.000356394,0
Bacteroidetes,Bacteroidia,0.00496802,0.000695496,0.001404748,0.001282051,0.003637949,0.001260281,0.000887447,0.001947877,0.001089452,0.00062822,0.002626713,0.001466698,0.002583336
Bacteroidetes,Bacteroidia,0.001874163,0.000293654,0.004043973,0.001755041,0.002782947,0.000331653,0.000168309,0.009336378,0.000519585,0.00097374,0.000895137,0.002631831,0.003143577
Firmicutes,Bacilli,0.000178492,0.000602763,0.002990412,0.000174259,0.00615266,0.00017246,4.59E-05,0.002727028,0.000184369,0.001853248,0.000454906,0.000973229,0.00048243
Bacteroidetes,Bacteroidia,0.000788339,0.001344626,0.006076601,7.47E-05,0.002699123,0.000278588,0.004743252,0.005897367,0.002162144,0.001146501,0.000601649,0.000452346,0.002256528
Bacteroidetes,Bacteroidia,0.000282612,0.000185466,0.000776868,0.013480209,0.001777062,0.005452375,0.000275415,0.000174637,0.000502824,0.000549692,0.006398028,0.000205612,0.00034237
Bacteroidetes,Bacteroidia,0.002959988,0.000200921,0.000755584,0.001033109,0.00031853,0.003409392,0.000336618,0.004849543,0.001910732,0.001130795,0.005649635,0.000219319,0.002147593
Bacteroidetes,Bacteroidia,0.001502306,0.000525486,0.001968776,0.003995519,0.003990008,0.002719554,0.000275415,0.001061257,0.000888323,0.003942078,0.005326798,0.001905336,0.000591366
Bacteroidetes,Bacteroidia,0.003287223,0.000401842,0.000329903,0.000485437,0.004928834,0.001711329,0.001101659,0.001988178,0.004843873,0.005041462,0.002215831,0.00393404,0.002178717
Firmicutes,Bacilli,0.000356983,0.000757318,0.004608001,0.001020662,0.002766182,0.000689838,3.06E-05,0.00059108,8.38E-05,0.006926121,0.001085904,0.000589421,0.000389057
Firmicutes,Clostridia,0.002067529,0.002503787,0.001330254,0.00124471,0.004040302,0.000928628,0.002953057,0.000537346,0.004525418,0.000816686,0.00140874,0.003728428,0.001073796
Firmicutes,Clostridia,0.000237989,0.005254861,0.001287686,0,0,3.98E-05,0.001025155,0.000806018,0.000569867,0.001319261,0,0.009334777,0.016962868
Firmicutes,Bacilli,0.000594972,0.00112825,0.003799206,0.000560119,0.002380593,0.001392942,0.000336618,0.000241805,0.00083804,0.01295703,0.000381534,0.001000644,0.003937253
Firmicutes,NA,0.007065298,0.00734135,1.06E-05,0,0.000838237,0.005929955,0.000443724,0,0.003687377,4.71E-05,1.47E-05,0.002631831,0
Firmicutes,Bacilli,0.000565224,0.000370931,0.003937553,0.000174259,0.006907073,7.96E-05,0,0.008315422,0.000117326,0.003423797,0.000264139,0.000726495,0.000217872
Bacteroidetes,Bacteroidia,0.001100699,0.000664585,0.001915566,0.008613393,0.001106473,0.00468294,0.000428423,0.00103439,0.000435781,0.001350672,0.005077334,0.001850506,0.002007532
Bacteroidetes,Bacteroidia,0.001799792,0.000463664,0.003894984,0.001593229,0.002766182,0.000291855,0.000229512,0.007657174,0.000351977,0.001005151,0.000630998,0.002412512,0.002583336
Bacteroidetes,Bacteroidia,0.001532054,0.000401842,0.001702725,0.003485188,0.003604419,0.002454232,0.000198911,0.000779151,0.000737475,0.003251037,0.004534382,0.001973874,0.000746989
Bacteroidetes,Bacteroidia,0.001308939,0.000525486,0.001628231,0.003696789,0.003135006,0.002653224,0.000443724,0.000698549,0.000569867,0.003659379,0.004387638,0.002110948,0.000622491
Firmicutes,Bacilli,0.000461104,0.001452814,0.003107474,0.00047299,0.002179416,0.001313346,0.00018361,0.000376142,0.000687193,0.012046111,0.000454906,0.00080874,0.003688257
Firmicutes,Negativicutes,0.00303436,0.001931934,0.002479594,0.004941499,0.002095593,0.002029716,0.000107106,0.005480924,0.000921844,0.000596809,0.001731576,0.002796321,0.000902611
Firmicutes,Bacilli,0.000416481,0.000370931,0.003884342,0.000149365,0.006638837,2.65E-05,0,0.007563138,0.000100565,0.002748461,0.000220116,0.000822447,0.000451306
Firmicutes,Negativicutes,0.001234568,0.00129826,0.002341247,0.00068459,0.000838237,0.0040329,0.000856846,0.00088662,0.000921844,0.001209323,0.001452763,0.00231656,0.000404619
Firmicutes,Clostridia,0.001874163,0.003122006,0.001021635,0.001020662,0.002816476,0.000623508,0.00281535,0.000577646,0.00435781,0.000769569,0.001423414,0.003193837,0.000809238
Bacteroidetes,Bacteroidia,0.002855868,0.000278199,0.000595954,0.000672143,0.000167647,0.00314407,0.000459024,0.00380172,0.001474951,0.001052268,0.004725149,0.000287857,0.001836347
Firmicutes,Clostridia,0.000356983,0.00474483,0.001159982,0,1.68E-05,2.65E-05,0.001009854,0.000873186,0.000519585,0.001586255,1.47E-05,0.00775842,0.014192785
Firmicutes,Negativicutes,0.000788339,0.001514636,0.002064555,0.000721932,0.000519707,0.003236933,0.000734439,0.000832886,0.000586628,0.001492022,0.001129927,0.002234315,0.000357932
Firmicutes,Negativicutes,0.002231147,0.000927328,0.002660508,0.002539208,0.001659709,0.002480764,0.000459024,0.001101558,0.002011297,0.002120241,0.001614181,0.002302853,0.001213857
Bacteroidetes,Bacteroidia,0.000996579,0.000510031,0.001372822,0.003472741,0.002816476,0.00225524,0.000260114,0.000671682,0.000553107,0.002858399,0.004255569,0.00139816,0.000653615
Bacteroidetes,Bacteroidia,0.001606426,0.000417298,0.001181266,0.00278815,0.002715888,0.002374635,0.000275415,0.000658248,0.000536346,0.002748461,0.004299592,0.001713432,0.000778113
Bacteroidetes,Bacteroidia,0.000922207,0.001035517,0.004554791,4.98E-05,0.001793827,0.000145927,0.003626293,0.004298764,0.001407908,0.000753864,0.000410883,0.000493468,0.001462853
Firmicutes,Bacilli,0.000267738,0.000463664,0.002096481,0.000211601,0.004140891,0.00023879,3.06E-05,0.001518001,0.000117326,0.001083679,0.000513603,0.000849862,0.000731426
Firmicutes,Bacilli,0.00010412,3.09E-05,0.013036492,1.24E-05,0.00127412,0,0,0.001988178,0,0,0.000264139,0.000150782,0
Firmicutes,Clostridia,0.002603005,0.001205527,0.002256111,0.000186706,0.003755302,0.001830724,0.001468878,0.000497045,0.001307343,0.002340118,0.000851114,0.002385097,0.001696287
Bacteroidetes,Bacteroidia,0.000297486,0.000123644,0.000489534,0.010082151,0.001743533,0.004178827,0.000321317,0.000188071,0.000402259,0.000533987,0.005590937,0.00010966,0.000186747
Firmicutes,Negativicutes,0.00313848,0.001329171,0.002468952,0.004232014,0.001743533,0.001883789,3.06E-05,0.004607738,0.000653671,0.000408343,0.001790274,0.002864858,0.000575804
Bacteroidetes,Bacteroidia,0.00258813,0.000262743,0.000244767,0.000448096,0.003084712,0.001711329,0.000826244,0.001397098,0.003804703,0.003612263,0.001937018,0.003577646,0.002194279
Bacteroidetes,Bacteroidia,0.003302097,0.000664585,0.001138698,0.001294498,0.002531476,0.001167418,0.000765041,0.001128426,0.000720715,0.000471165,0.002215831,0.001055474,0.001711849
Bacteroidetes,Bacteroidia,0.00389707,0.000216377,0.000446965,7.47E-05,0.000586766,0.000915362,0.000627333,0.003734551,0.002095101,0.001397789,0.002318551,0.001411868,0.003283638
Bacteroidetes,Bacteroidia,0.00086271,0.000293654,0.001223834,0.002725915,0.002481182,0.002600159,0.000336618,0.000779151,0.000536346,0.002952632,0.004240895,0.001535235,0.0008248
Bacteroidetes,Bacteroidia,0.001115573,0.000386387,0.001277044,0.002900174,0.002330299,0.002281772,0.000336618,0.000752284,0.000435781,0.002512879,0.004094151,0.001576357,0.000466868
Firmicutes,Clostridia,0.002469136,0.001267349,0.002351889,0.000199154,0.00357089,0.001618466,0.001285268,0.000483611,0.001273821,0.002041714,0.00093916,0.002152071,0.001727411
Bacteroidetes,Bacteroidia,0.001308939,0.000231832,0.001223834,0.003049539,0.002112357,0.002308305,0.000260114,0.000658248,0.000569867,0.002591406,0.00435829,0.00161748,0.000466868
Bacteroidetes,Sphingobacteriia,1.49E-05,0.022302247,0,0,0,0.009458742,0,0,0.008899988,0,0,0.001535235,0
Firmicutes,Negativicutes,0.00217165,0.001205527,0.002096481,0.002452079,0.001374709,0.002308305,0.000520228,0.001074691,0.001508473,0.001680487,0.001291345,0.002535879,0.001073796
Firmicutes,Bacilli,0.000282612,0.000540942,0.003394809,0.000759273,0.001827357,0.000437782,0,0.000376142,3.35E-05,0.004884408,0.000675021,0.000466053,0.000264558
Bacteroidetes,Bacteroidia,0.001189945,0.000278199,0.001245118,0.002476973,0.002548241,0.002109313,0.000214211,0.000711983,0.000502824,0.003392386,0.004152848,0.001494113,0.000731426
Bacteroidetes,Bacteroidia,0.000951956,0.000247288,0.000649164,0.001643017,0.001056179,0.005226851,0.00093335,0.000685116,0.001273821,0.000910918,0.001922343,0.000712788,0.006318279
Bacteroidetes,Bacteroidia,0.00107095,0.000309109,0.001234476,0.002514314,0.003285889,0.002228708,0.000153008,0.000658248,0.000553107,0.002858399,0.003595222,0.001315916,0.000731426
Spirochaetes,Spirochaetia,0,0.006614942,0,0,0,0,0.002845951,4.03E-05,1.68E-05,0.00351803,0,0.008608282,0.002645585
Firmicutes,Bacilli,0.000148743,0.00034002,0.001979418,8.71E-05,0.003973243,0.000145927,0,0.001706072,5.03E-05,0.001397789,0.000396208,0.000493468,0.000606928
Bacteroidetes,Bacteroidia,0.000416481,0.000154555,0.000532102,0.009410007,0.001542356,0.003687981,0.000107106,0.000161204,0.000268173,0.000424048,0.00388871,0.000191904,0.000108936
Bacteroidetes,Bacteroidia,0.001145322,0.000293654,0.00130897,0.002651232,0.002514711,0.001976652,0.000275415,0.000698549,0.000486063,0.002073125,0.00352185,0.001082889,0.000731426
Bacteroidetes,Bacteroidia,0.00107095,0.000278199,0.001266402,0.002825492,0.002280005,0.001897055,0.000306016,0.000564213,0.00041902,0.002591406,0.003345758,0.001631187,0.000731426
Firmicutes,Bacilli,5.95E-05,3.09E-05,0.011386976,0,0.001190297,2.65E-05,1.53E-05,0.001813541,0,1.57E-05,0.000293488,0.000123367,0
Firmicutes,Clostridia,0.00020824,0.003848413,0.000840721,0,1.68E-05,2.65E-05,0.000596732,0.000550779,0.000268173,0.000738158,0,0.006497334,0.011702823
Spirochaetes,Spirochaetia,0.004462294,0.013338073,0,0,1.68E-05,0,0,0,0.004910916,0.001146501,0,0.004550875,0
Bacteroidetes,Bacteroidia,0.000446229,0.001035517,0.003863058,2.49E-05,0.001642945,0.000212258,0.002937756,0.003909189,0.001273821,0.000612514,0.000513603,0.000397516,0.001229419
Bacteroidetes,Bacteroidia,0.003376469,0.000432753,0.001053561,0.001132686,0.0026153,0.000583709,0.000428423,0.000806018,0.00062015,0.000455459,0.001658204,0.000986937,0.001462853
Bacteroidetes,Bacteroidia,0.000237989,0.00017001,0.000510818,0.008899676,0.00159265,0.003595118,0.000198911,0.00014777,0.000402259,0.00048687,0.003727291,0.000178197,0.000233434
Firmicutes,Bacilli,0,0.000587308,0.001606947,0.001020662,0.001542356,0.000384717,0.000902748,0.002565825,0.002111862,0.003722201,0.001804948,0.000932107,0.000840362
Firmicutes,Clostridia,0.001011453,0.001390993,0.000117062,0.002340055,0.002414123,0.00177766,0.001774894,5.37E-05,0.001357625,0.00128785,0.002333226,0.00145299,0.000840362
Bacteroidetes,Bacteroidia,0.002141901,0.000200921,0.000170273,0.000323625,0.002850006,0.001154152,0.000856846,0.001276196,0.003201314,0.003062571,0.001599507,0.002919688,0.001665162
Bacteroidetes,Bacteroidia,0.003822698,0.00017001,0.000329903,7.47E-05,0.00035206,0.000663306,0.000627333,0.002780763,0.00187721,0.00128785,0.00187832,0.001206256,0.002754521
Bacteroidetes,Bacteroidia,0.000788339,0.000293654,0.000542744,0.001232263,0.001056179,0.004523746,0.000673236,0.001007523,0.000955366,0.001020857,0.001907669,0.000932107,0.005695789
Firmicutes,Clostridia,0.002528633,0.00245742,0.001862356,6.22E-05,0.00130765,0.001989918,0.001759594,0.000456744,0.00187721,0.002559995,0.00328706,0.001850506,0.003003517
Bacteroidetes,Sphingobacteriia,0,0.020092115,0,0,0,0.008132131,0,1.34E-05,0.007156864,0,0,0.001028059,0
Bacteroidetes,Bacteroidia,0.001442808,0.00034002,0.002500878,0.001008215,0.00159265,0.000225524,0.000153008,0.005534659,0.000351977,0.000706747,0.000601649,0.001727139,0.002116468
Firmicutes,Bacilli,0.000193366,0.000448209,0.003011696,0.000622355,0.001290885,0.000451048,0,0.000282106,5.03E-05,0.003565146,0.000630998,0.000424931,0.000311245
Bacteroidetes,Bacteroidia,0.00065447,0.000417298,0.00010642,0.001655464,0.004962363,0.003276731,0.001009854,0,0.001089452,0.000219877,0.001100578,0.000205612,0.001634038
Firmicutes,Bacilli,1.49E-05,0.00064913,0.001543095,0.00124471,0.001542356,0.000371451,0.00094865,0.002686728,0.002128622,0.003612263,0.001702228,0.000795032,0.001104921
Bacteroidetes,Bacteroidia,0.000223115,0.000123644,0.000361829,0.008887229,0.001173532,0.003475723,0.000137707,9.40E-05,0.000351977,0.000471165,0.003609896,0.00010966,0.000217872
Spirochaetes,Spirochaetia,0,0.006058545,0,0,0,0,0.002371626,2.69E-05,0,0.003078276,0,0.007799542,0.002381026
Spirochaetes,Spirochaetia,0.00420943,0.00129826,0.003075548,0,0.001341179,0.001989918,0.00036722,0.003479312,0.002715251,0.002324413,0.000132069,0.003440571,0.00233434
Firmicutes,Bacilli,0.000193366,0.000216377,0.002309321,3.73E-05,0.003956479,3.98E-05,0,0.005239119,1.68E-05,0.001963186,0.000249464,0.000589421,0.000217872
Firmicutes,Clostridia,0.000981705,0.001220982,7.45E-05,0.002327608,0.001743533,0.001326612,0.002142114,4.03E-05,0.001357625,0.001303556,0.00187832,0.001699724,0.000762551
Bacteroidetes,Bacteroidia,0.000148743,0.000154555,0.000393755,0.008165297,0.001039414,0.00331653,0.000198911,0.000107469,0.00041902,0.000392637,0.003316409,0.000164489,0.000248996
Bacteroidetes,Bacteroidia,0.000297486,9.27E-05,0.000393755,0.008563605,0.000855002,0.003170602,0.000229512,0.000107469,0.000402259,0.000282699,0.003507176,0.000137075,0.000171185
Firmicutes,Clostridia,0.00217165,0.002704708,0.001915566,6.22E-05,0.001290885,0.001870523,0.001269968,0.000429876,0.001977775,0.002811283,0.002949549,0.001124011,0.002272091
Firmicutes,Clostridia,0.000565224,0.000834596,0.000148988,0.000360966,0.001961475,1.33E-05,0.004437236,0.001128426,0.005028242,0.001743309,0.001482112,0.001836799,0.003019079
Spirochaetes,Spirochaetia,0.003807824,0.010927019,0,0,0,0,0,0,0.004760069,0.00080098,1.47E-05,0.004125944,0
Firmicutes,Bacilli,0.000148743,0.000216377,0.002319963,8.71E-05,0.003386478,2.65E-05,0,0.004930145,0.000100565,0.002261591,0.000278813,0.000493468,0.000233434
Bacteroidetes,Bacteroidia,0.000267738,0.000123644,0.000425681,0.007493154,0.001408238,0.003051207,6.12E-05,9.40E-05,0.000335216,0.000361226,0.003580548,0.000205612,0.000202309
Bacteroidetes,Bacteroidia,0.00107095,0.000216377,0.002234827,0.000734379,0.00130765,0.000305121,0.000137707,0.005265986,0.000234651,0.000565398,0.000425557,0.001713432,0.001898596
Firmicutes,Clostridia,0.002974862,0.000525486,0.001053561,0.002091113,0.000922061,0.000955161,0.000887447,0.001316497,0.001424669,0.000926624,0.000498929,0.000671665,0.002178717
Bacteroidetes,Bacteroidia,0.000461104,0.000417298,0.000180915,0.001344287,0.005012657,0.002639958,0.001009854,0,0.000955366,0.000235582,0.001159276,0.000137075,0.001089359
Firmicutes,Bacilli,1.49E-05,0.000602763,0.001394106,0.001095345,0.001743533,0.000305121,0.000902748,0.002122515,0.002095101,0.003298153,0.001599507,0.000712788,0.001027109
Firmicutes,Bacilli,1.49E-05,0.000510031,0.001436675,0.000958427,0.00130765,0.000305121,0.000688537,0.002391188,0.002178905,0.00334527,0.001540809,0.000726495,0.000918174
Spirochaetes,Spirochaetia,5.95E-05,0.001174616,0,0,0,0,0.001820797,0.009403546,0.004944438,0,0,0.005428152,0
Firmicutes,Clostridia,0.001918786,0.002565608,0.000553386,0,0.000184412,0.001021491,0.000474325,0.000671682,0.001625798,4.71E-05,5.87E-05,0.000959522,0.001213857
Firmicutes,Clostridia,0.000133869,0.003570214,0.000744942,0,5.03E-05,0,0.000703837,0.000416443,0.000234651,0.00080098,0,0.005537812,0.009399608
Firmicutes,Bacilli,0,0.000525486,0.001383464,0.001107792,0.001324414,0.00023879,0.000520228,0.002632993,0.00187721,0.002968338,0.001599507,0.000932107,0.000809238
Bacteroidetes,Bacteroidia,0.000193366,0.000154555,0.000425681,0.006771222,0.001072943,0.00290528,0.000168309,0.000107469,0.000402259,0.000455459,0.003243037,0.000205612,0.000124498
Bacteroidetes,Bacteroidia,0.00020824,0.000139099,0.000404397,0.006796117,0.001140002,0.002878748,0.000229512,0.000107469,0.000301695,0.00031411,0.003433804,0.000164489,0.000124498
Firmicutes,Clostridia,0.00237989,0.000556397,0.000979067,0.002053771,0.000922061,0.000849032,0.001009854,0.001343364,0.001441429,0.000706747,0.000322836,0.000397516,0.002349902
Firmicutes,Clostridia,0.00075859,0.000850051,0.000170273,0.000572567,0.001391473,3.98E-05,0.003549789,0.000994089,0.004307527,0.001664782,0.00140874,0.001548942,0.002194279
Firmicutes,Clostridia,0.001918786,0.000942784,0.001394106,0.000199154,0.002565005,0.000981693,0.000703837,0.000389575,0.000787758,0.001413494,0.000557626,0.00161748,0.000840362
Firmicutes,Bacilli,0.000223115,0.000510031,0.001809146,0.000273836,0.00159265,0.00088883,0.000229512,0.000188071,0.00041902,0.007570046,0.000132069,0.000383809,0.001976408
Spirochaetes,Spirochaetia,0.003986316,0.000911873,0.002681793,0,0.00127412,0.001711329,0.000336618,0.002928533,0.00187721,0.002198769,7.34E-05,0.003139007,0.001680725
Firmicutes,Clostridia,0.001695672,0.00115916,0.001319612,0.001530993,0.000704119,0.000517379,0.001224065,0.001598603,0.001340865,0.000502576,0.001423414,0.002549587,0.002458838
Firmicutes,Clostridia,0.001695672,0.002024667,0.000649164,1.24E-05,0.000117353,0.001101088,0.000504927,0.000806018,0.001592277,3.14E-05,0.000117395,0.000685373,0.000995985
Bacteroidetes,Bacteroidia,0.003227726,0.001452814,0.002085839,0.002676126,0.001089708,0.000902096,0.000826244,0.002122515,0.001340865,0.000219877,0.001526135,0.00161748,7.78E-05
Spirochaetes,Spirochaetia,0.001308939,0.000896417,0,0,0,0.003197135,0.00356509,4.03E-05,0.000100565,0,0,0.00064425,0
Bacteroidetes,Bacteroidia,0.000148743,0.00017001,0.000436323,0.006895693,0.001039414,0.002613425,7.65E-05,2.69E-05,0.000368738,0.000424048,0.003096293,0.000123367,0.000202309
Spirochaetes,Spirochaetia,0.003108731,0.002565608,0,0,0,0,0,0.008140785,0.005832761,0.001052268,0.00023479,0.000795032,0.002567774
Spirochaetes,Spirochaetia,1.49E-05,0.001545547,0,0,0,0,0.001575984,0.007563138,0.004743308,0,0,0.005181418,0
Bacteroidetes,Bacteroidia,0.000148743,7.73E-05,0.000308619,0.006410256,0.001056179,0.002586893,0.000153008,0.000107469,0.000368738,0.000329815,0.00305227,8.22E-05,0.000108936
Firmicutes,Bacilli,0,0.000587308,0.001245118,0.000970874,0.000972355,0.000198992,0.000810943,0.002229984,0.001994536,0.002999749,0.001364717,0.000836155,0.000762551
Bacteroidetes,Bacteroidia,0.000609847,0.00034002,0.000308619,0.000784167,0.000821472,0.00088883,0.000137707,0.000201505,0.000351977,0.000298404,0.001614181,0.000795032,0.000591366
Firmicutes,Clostridia,0.001874163,0.000942784,0.001010993,0.001431416,0.000419119,0.000384717,0.001178163,0.002041913,0.00103917,0.000502576,0.001159276,0.002467342,0.002303215
Firmicutes,Clostridia,0.000684218,0.000602763,0.000851363,6.22E-05,0.000838237,6.63E-05,0.000612033,0.000617947,0.000452542,1.57E-05,0.001129927,0.000205612,0.000513555
Bacteroidetes,Bacteroidia,0.002617879,0.000200921,0.000191557,1.24E-05,0.000234706,0.000358185,0.000520228,0.002122515,0.001223539,0.00097374,0.001658204,0.001000644,0.002225404
Bacteroidetes,Bacteroidia,0.000401606,0.000556397,0.002979769,7.47E-05,0.00130765,0.000145927,0.002539935,0.003143471,0.001190017,0.000361226,0.000264139,0.000287857,0.000949298
Firmicutes,Clostridia,0.00151718,0.000587308,0.000500176,0.001530993,0.000787943,0.000676572,0.000887447,0.001867276,0.00021789,0.000942329,0.001452763,0.000274149,0.001634038
Bacteroidetes,Bacteroidia,0.000505727,0.000262743,0.000436323,0.000995768,0.000804708,0.003502255,0.000504927,0.000429876,0.000787758,0.000643925,0.001100578,0.00080874,0.003703819
Proteobacteria,Deltaproteobacteria,0.000446229,0.000309109,3.19E-05,3.73E-05,6.71E-05,0.000132661,1.53E-05,0.000174637,0.000268173,0,0.004079476,0.000191904,1.56E-05
Bacteroidetes,Bacteroidia,0.001903912,0.008531421,0.000170273,0,0.000100588,0.001353144,0.00056613,0.000308974,0.002748772,0,0,0.002590709,0
Bacteroidetes,Bacteroidia,0.002870742,0.001437359,0.002160333,0.002140901,0.001173532,0.000809233,0.000657935,0.001867276,0.001089452,0.000329815,0.001144601,0.001137719,0.000155623
Bacteroidetes,Sphingobacteriia,0,0.013987203,0,0,0,0.006182011,0,0,0.004961199,0,0,0.000822447,0
Firmicutes,Clostridia,0.000832961,0.00034002,0.000883289,1.24E-05,0.000519707,0.000106129,0.000290715,0.000617947,0.000469303,1.57E-05,0.000953834,0.000260442,0.000451306
Spirochaetes,Spirochaetia,0.001338688,0.001329171,0,0,3.35E-05,0.002931812,0.002754147,1.34E-05,0.000117326,0,0,0.000424931,0
Bacteroidetes,Bacteroidia,0.001978284,0.000448209,0.000776868,0.00047299,0.001324414,0.000490846,0.00036722,0.000792585,0.000368738,0.000345521,0.001100578,0.000685373,0.001058234
Bacteroidetes,Bacteroidia,0.000267738,0.000355476,0.000361829,0.000809061,0.000787943,0.000822499,0.000229512,0.000268673,0.000150847,0.000141349,0.001203299,0.000740203,0.00048243
Bacteroidetes,Bacteroidia,0.000446229,0.000154555,0.001223834,0,0.002430887,0.000570443,0.00036722,0.000671682,0.001726363,0.0014292,0.002934875,0.000246734,0.000653615
Firmicutes,Clostridia,0.002498884,0.000710952,0.000468249,0.000983321,0.000871767,0.000305121,0.000979252,0.000470177,6.70E-05,0.002638522,0.001217973,0.000274149,0.001587351
